EnhedId,RåResultat,Enhedsnavn,Stofnavn,Datomærke,Målestedsnavn,ProduktId
2,-0.03,ppb,Nitrogenmonooxid,2019-01-01 02:30:00.000,Aalborg Tag ny,32424889
2,0.63,ppb,NOx'er,2019-01-01 02:30:00.000,Aalborg Tag ny,32424890
2,43.55,ppb,Ozon,2019-01-01 02:30:00.000,Aalborg Tag ny,32424891
2,0.07,ppb,Nitrogenmonooxid,2019-01-01 02:00:00.000,Føllesbjerg,32424892
2,1.20,ppb,NOx'er,2019-01-01 02:00:00.000,Føllesbjerg,32424893
2,32.90,ppb,Ozon,2019-01-01 02:00:00.000,Føllesbjerg,32424894
2,-0.01,ppb,Nitrogenmonooxid,2019-01-01 02:30:00.000,Føllesbjerg,32424895
2,1.16,ppb,NOx'er,2019-01-01 02:30:00.000,Føllesbjerg,32424896
2,32.19,ppb,Ozon,2019-01-01 02:30:00.000,Føllesbjerg,32424897
2,1.68,ppb,Nitrogenmonooxid,2019-01-01 02:00:00.000,Odense Gade Grønløkkevej 20A,32424898
2,2.29,ppb,NOx'er,2019-01-01 02:00:00.000,Odense Gade Grønløkkevej 20A,32424899
5,-0.02,ppm,Carbonmonooxid,2019-01-01 02:00:00.000,Odense Gade Grønløkkevej 20A,32424900
2,1.87,ppb,Nitrogenmonooxid,2019-01-01 02:30:00.000,Odense Gade Grønløkkevej 20A,32424901
2,2.53,ppb,NOx'er,2019-01-01 02:30:00.000,Odense Gade Grønløkkevej 20A,32424902
5,-0.02,ppm,Carbonmonooxid,2019-01-01 02:30:00.000,Odense Gade Grønløkkevej 20A,32424903
2,4.31,ppb,Nitrogenmonooxid,2019-01-01 02:00:00.000,H.C. Andersen Boulevard - Skur,32424904
2,7.82,ppb,NOx'er,2019-01-01 02:00:00.000,H.C. Andersen Boulevard - Skur,32424905
5,0.17,ppm,Carbonmonooxid,2019-01-01 02:00:00.000,H.C. Andersen Boulevard - Skur,32424906
2,0.17,ppb,Svovldioxid,2019-01-01 02:00:00.000,H.C. Andersen Boulevard - Skur,32424908
2,4.82,ppb,Nitrogenmonooxid,2019-01-01 02:30:00.000,H.C. Andersen Boulevard - Skur,32424909
2,8.70,ppb,NOx'er,2019-01-01 02:30:00.000,H.C. Andersen Boulevard - Skur,32424910
5,0.17,ppm,Carbonmonooxid,2019-01-01 02:30:00.000,H.C. Andersen Boulevard - Skur,32424911
2,28.45,ppb,Ozon,2019-01-01 02:30:00.000,H.C. Andersen Boulevard - Skur,32424912
2,-0.01,ppb,Svovldioxid,2019-01-01 02:30:00.000,H.C. Andersen Boulevard - Skur,32424913
20,7.90,µg/m3,PM10,2019-01-01 03:00:00.000,H.C. Andersen Boulevard - Skur,32424914
20,12.10,µg/m3,PM10,2019-01-01 03:30:00.000,H.C. Andersen Boulevard - Skur,32424915
20,15.40,µg/m3,PM10,2019-01-01 03:00:00.000,Risø,32424916
20,13.40,µg/m3,PM10,2019-01-01 03:30:00.000,Risø,32424917
20,2.30,µg/m3,PM25,2019-01-01 03:00:00.000,H.C. Andersen Boulevard - Skur,32424918
20,2.40,µg/m3,PM25,2019-01-01 03:30:00.000,H.C. Andersen Boulevard - Skur,32424919
2,1.50,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,Aarhus Botanisk,32424924
2,2.34,ppb,NOx'er,2019-01-01 03:00:00.000,Aarhus Botanisk,32424925
2,40.23,ppb,Ozon,2019-01-01 03:00:00.000,Aarhus Botanisk,32424926
2,1.66,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Aarhus Botanisk,32424927
2,2.35,ppb,NOx'er,2019-01-01 03:30:00.000,Aarhus Botanisk,32424928
2,43.93,ppb,Ozon,2019-01-01 03:30:00.000,Aarhus Botanisk,32424929
2,3.76,ppb,Nitrogenmonooxid,2019-01-01 01:00:00.000,Ulborg,32424930
2,4.85,ppb,NOx'er,2019-01-01 01:00:00.000,Ulborg,32424931
2,31.51,ppb,Ozon,2019-01-01 01:00:00.000,Ulborg,32424932
2,3.97,ppb,Nitrogenmonooxid,2019-01-01 01:30:00.000,Ulborg,32424933
2,5.32,ppb,NOx'er,2019-01-01 01:30:00.000,Ulborg,32424934
2,31.39,ppb,Ozon,2019-01-01 01:30:00.000,Ulborg,32424935
2,3.85,ppb,Nitrogenmonooxid,2019-01-01 02:00:00.000,Ulborg,32424936
2,4.97,ppb,NOx'er,2019-01-01 02:00:00.000,Ulborg,32424937
2,37.23,ppb,Ozon,2019-01-01 02:00:00.000,Ulborg,32424938
2,3.85,ppb,Nitrogenmonooxid,2019-01-01 02:30:00.000,Ulborg,32424939
2,4.74,ppb,NOx'er,2019-01-01 02:30:00.000,Ulborg,32424940
2,40.32,ppb,Ozon,2019-01-01 02:30:00.000,Ulborg,32424941
2,3.69,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Ulborg,32424945
2,4.77,ppb,NOx'er,2019-01-01 03:30:00.000,Ulborg,32424946
2,39.18,ppb,Ozon,2019-01-01 03:30:00.000,Ulborg,32424947
2,0.34,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,Anholt - Radar stationen,32424948
2,0.90,ppb,NOx'er,2019-01-01 03:00:00.000,Anholt - Radar stationen,32424949
2,0.42,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Anholt - Radar stationen,32424950
2,0.92,ppb,NOx'er,2019-01-01 03:30:00.000,Anholt - Radar stationen,32424951
2,6.23,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,Hvidovre Fjeldstedvej,32424952
2,7.36,ppb,NOx'er,2019-01-01 03:00:00.000,Hvidovre Fjeldstedvej,32424953
2,6.48,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Hvidovre Fjeldstedvej,32424954
2,7.60,ppb,NOx'er,2019-01-01 03:30:00.000,Hvidovre Fjeldstedvej,32424955
2,-0.43,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,Risø,32424956
2,0.40,ppb,NOx'er,2019-01-01 03:00:00.000,Risø,32424957
5,-0.14,ppm,Carbonmonooxid,2019-01-01 03:00:00.000,Risø,32424958
2,33.86,ppb,Ozon,2019-01-01 03:00:00.000,Risø,32424959
2,-0.22,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Risø,32424960
2,0.52,ppb,NOx'er,2019-01-01 03:30:00.000,Risø,32424961
5,-0.14,ppm,Carbonmonooxid,2019-01-01 03:30:00.000,Risø,32424962
2,33.24,ppb,Ozon,2019-01-01 03:30:00.000,Risø,32424963
2,2.16,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Århus gade (3),32424967
2,3.44,ppb,NOx'er,2019-01-01 03:30:00.000,Århus gade (3),32424968
5,-0.02,ppm,Carbonmonooxid,2019-01-01 03:30:00.000,Århus gade (3),32424969
2,6.18,ppb,Nitrogenmonooxid,2019-01-01 02:30:00.000,Jagtvej - Skur,32424970
2,10.64,ppb,NOx'er,2019-01-01 02:30:00.000,Jagtvej - Skur,32424971
2,5.47,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,Jagtvej - Skur,32424972
2,9.25,ppb,NOx'er,2019-01-01 03:00:00.000,Jagtvej - Skur,32424973
2,-0.61,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,Aalborg Tag ny,32424974
2,0.43,ppb,NOx'er,2019-01-01 03:00:00.000,Aalborg Tag ny,32424975
2,42.55,ppb,Ozon,2019-01-01 03:00:00.000,Aalborg Tag ny,32424976
2,-0.34,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Aalborg Tag ny,32424977
2,0.44,ppb,NOx'er,2019-01-01 03:30:00.000,Aalborg Tag ny,32424978
2,41.84,ppb,Ozon,2019-01-01 03:30:00.000,Aalborg Tag ny,32424979
2,-0.09,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Føllesbjerg,32424983
2,0.86,ppb,NOx'er,2019-01-01 03:30:00.000,Føllesbjerg,32424984
2,32.76,ppb,Ozon,2019-01-01 03:30:00.000,Føllesbjerg,32424985
2,1.68,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,Odense Gade Grønløkkevej 20A,32424986
2,2.22,ppb,NOx'er,2019-01-01 03:00:00.000,Odense Gade Grønløkkevej 20A,32424987
5,-0.03,ppm,Carbonmonooxid,2019-01-01 03:00:00.000,Odense Gade Grønløkkevej 20A,32424988
2,1.98,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Odense Gade Grønløkkevej 20A,32424989
2,2.75,ppb,NOx'er,2019-01-01 03:30:00.000,Odense Gade Grønløkkevej 20A,32424990
5,-0.03,ppm,Carbonmonooxid,2019-01-01 03:30:00.000,Odense Gade Grønløkkevej 20A,32424991
2,5.24,ppb,Nitrogenmonooxid,2019-01-01 03:00:00.000,H.C. Andersen Boulevard - Skur,32424992
2,10.76,ppb,NOx'er,2019-01-01 03:00:00.000,H.C. Andersen Boulevard - Skur,32424993
5,0.17,ppm,Carbonmonooxid,2019-01-01 03:00:00.000,H.C. Andersen Boulevard - Skur,32424994
2,28.57,ppb,Ozon,2019-01-01 03:00:00.000,H.C. Andersen Boulevard - Skur,32424995
2,0.12,ppb,Svovldioxid,2019-01-01 03:00:00.000,H.C. Andersen Boulevard - Skur,32424996
2,5.60,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,H.C. Andersen Boulevard - Skur,32424997
2,9.30,ppb,NOx'er,2019-01-01 03:30:00.000,H.C. Andersen Boulevard - Skur,32424998
5,0.18,ppm,Carbonmonooxid,2019-01-01 03:30:00.000,H.C. Andersen Boulevard - Skur,32424999
2,28.20,ppb,Ozon,2019-01-01 03:30:00.000,H.C. Andersen Boulevard - Skur,32425000
2,0.07,ppb,Svovldioxid,2019-01-01 03:30:00.000,H.C. Andersen Boulevard - Skur,32425001
20,8.40,µg/m3,PM10,2019-01-01 04:00:00.000,H.C. Andersen Boulevard - Skur,32425002
20,9.40,µg/m3,PM10,2019-01-01 04:30:00.000,H.C. Andersen Boulevard - Skur,32425003
20,8.60,µg/m3,PM10,2019-01-01 04:00:00.000,Risø,32425004
20,7.40,µg/m3,PM10,2019-01-01 04:30:00.000,Risø,32425005
20,0.60,µg/m3,PM25,2019-01-01 04:00:00.000,H.C. Andersen Boulevard - Skur,32425006
20,5.30,µg/m3,PM25,2019-01-01 04:30:00.000,H.C. Andersen Boulevard - Skur,32425007
2,2.16,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,H.C.Ørsted Inst.,32425008
2,4.48,ppb,NOx'er,2019-01-01 03:30:00.000,H.C.Ørsted Inst.,32425009
5,0.09,ppm,Carbonmonooxid,2019-01-01 03:30:00.000,H.C.Ørsted Inst.,32425010
2,32.92,ppb,Ozon,2019-01-01 03:30:00.000,H.C.Ørsted Inst.,32425011
2,2.10,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,H.C.Ørsted Inst.,32425012
2,4.25,ppb,NOx'er,2019-01-01 04:00:00.000,H.C.Ørsted Inst.,32425013
5,0.11,ppm,Carbonmonooxid,2019-01-01 04:00:00.000,H.C.Ørsted Inst.,32425014
2,33.15,ppb,Ozon,2019-01-01 04:00:00.000,H.C.Ørsted Inst.,32425015
2,1.85,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,H.C.Ørsted Inst.,32425016
2,3.35,ppb,NOx'er,2019-01-01 04:30:00.000,H.C.Ørsted Inst.,32425017
5,0.08,ppm,Carbonmonooxid,2019-01-01 04:30:00.000,H.C.Ørsted Inst.,32425018
2,37.41,ppb,Ozon,2019-01-01 04:30:00.000,H.C.Ørsted Inst.,32425019
2,1.80,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Aarhus Botanisk,32425020
2,2.35,ppb,NOx'er,2019-01-01 04:00:00.000,Aarhus Botanisk,32425021
2,43.28,ppb,Ozon,2019-01-01 04:00:00.000,Aarhus Botanisk,32425022
2,1.54,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Aarhus Botanisk,32425023
2,2.20,ppb,NOx'er,2019-01-01 04:30:00.000,Aarhus Botanisk,32425024
2,42.32,ppb,Ozon,2019-01-01 04:30:00.000,Aarhus Botanisk,32425025
2,0.48,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Anholt - Radar stationen,32425026
2,1.01,ppb,NOx'er,2019-01-01 04:00:00.000,Anholt - Radar stationen,32425027
2,0.33,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Anholt - Radar stationen,32425028
2,0.82,ppb,NOx'er,2019-01-01 04:30:00.000,Anholt - Radar stationen,32425029
2,6.27,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Hvidovre Fjeldstedvej,32425032
2,7.26,ppb,NOx'er,2019-01-01 04:30:00.000,Hvidovre Fjeldstedvej,32425033
2,-0.19,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Risø,32425034
2,0.44,ppb,NOx'er,2019-01-01 04:00:00.000,Risø,32425035
5,-0.15,ppm,Carbonmonooxid,2019-01-01 04:00:00.000,Risø,32425036
2,33.90,ppb,Ozon,2019-01-01 04:00:00.000,Risø,32425037
2,-0.26,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Risø,32425038
2,0.08,ppb,NOx'er,2019-01-01 04:30:00.000,Risø,32425039
5,-0.15,ppm,Carbonmonooxid,2019-01-01 04:30:00.000,Risø,32425040
2,40.95,ppb,Ozon,2019-01-01 04:30:00.000,Risø,32425041
2,2.02,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Århus gade (3),32425042
2,2.98,ppb,NOx'er,2019-01-01 04:00:00.000,Århus gade (3),32425043
5,-0.02,ppm,Carbonmonooxid,2019-01-01 04:00:00.000,Århus gade (3),32425044
2,1.99,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Århus gade (3),32425045
2,3.10,ppb,NOx'er,2019-01-01 04:30:00.000,Århus gade (3),32425046
5,-0.02,ppm,Carbonmonooxid,2019-01-01 04:30:00.000,Århus gade (3),32425047
2,4.91,ppb,Nitrogenmonooxid,2019-01-01 03:30:00.000,Jagtvej - Skur,32425048
2,8.18,ppb,NOx'er,2019-01-01 03:30:00.000,Jagtvej - Skur,32425049
2,3.77,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Jagtvej - Skur,32425050
2,6.26,ppb,NOx'er,2019-01-01 04:00:00.000,Jagtvej - Skur,32425051
2,-0.40,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Aalborg Tag ny,32425052
2,0.59,ppb,NOx'er,2019-01-01 04:00:00.000,Aalborg Tag ny,32425053
2,40.23,ppb,Ozon,2019-01-01 04:00:00.000,Aalborg Tag ny,32425054
2,-0.14,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Aalborg Tag ny,32425055
2,0.39,ppb,NOx'er,2019-01-01 04:30:00.000,Aalborg Tag ny,32425056
2,40.49,ppb,Ozon,2019-01-01 04:30:00.000,Aalborg Tag ny,32425057
2,-0.01,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Føllesbjerg,32425058
2,0.79,ppb,NOx'er,2019-01-01 04:00:00.000,Føllesbjerg,32425059
2,32.58,ppb,Ozon,2019-01-01 04:00:00.000,Føllesbjerg,32425060
2,0.04,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Føllesbjerg,32425061
2,0.88,ppb,NOx'er,2019-01-01 04:30:00.000,Føllesbjerg,32425062
2,32.24,ppb,Ozon,2019-01-01 04:30:00.000,Føllesbjerg,32425063
2,1.85,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Odense Gade Grønløkkevej 20A,32425064
2,2.00,ppb,NOx'er,2019-01-01 04:00:00.000,Odense Gade Grønløkkevej 20A,32425065
5,-0.03,ppm,Carbonmonooxid,2019-01-01 04:00:00.000,Odense Gade Grønløkkevej 20A,32425066
2,1.77,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Odense Gade Grønløkkevej 20A,32425067
2,2.01,ppb,NOx'er,2019-01-01 04:30:00.000,Odense Gade Grønløkkevej 20A,32425068
5,-0.04,ppm,Carbonmonooxid,2019-01-01 04:30:00.000,Odense Gade Grønløkkevej 20A,32425069
2,3.55,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,H.C. Andersen Boulevard - Skur,32425070
2,7.38,ppb,NOx'er,2019-01-01 04:00:00.000,H.C. Andersen Boulevard - Skur,32425071
5,0.17,ppm,Carbonmonooxid,2019-01-01 04:00:00.000,H.C. Andersen Boulevard - Skur,32425072
2,29.21,ppb,Ozon,2019-01-01 04:00:00.000,H.C. Andersen Boulevard - Skur,32425073
2,0.01,ppb,Svovldioxid,2019-01-01 04:00:00.000,H.C. Andersen Boulevard - Skur,32425074
2,5.35,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,H.C. Andersen Boulevard - Skur,32425075
2,9.13,ppb,NOx'er,2019-01-01 04:30:00.000,H.C. Andersen Boulevard - Skur,32425076
5,0.17,ppm,Carbonmonooxid,2019-01-01 04:30:00.000,H.C. Andersen Boulevard - Skur,32425077
2,31.08,ppb,Ozon,2019-01-01 04:30:00.000,H.C. Andersen Boulevard - Skur,32425078
2,0.04,ppb,Svovldioxid,2019-01-01 04:30:00.000,H.C. Andersen Boulevard - Skur,32425079
20,24.40,µg/m3,PM10,2019-01-01 05:00:00.000,H.C. Andersen Boulevard - Skur,32425080
20,45.90,µg/m3,PM10,2019-01-01 05:30:00.000,H.C. Andersen Boulevard - Skur,32425081
20,15.70,µg/m3,PM10,2019-01-01 05:00:00.000,Risø,32425082
20,22.80,µg/m3,PM10,2019-01-01 05:30:00.000,Risø,32425083
20,1.50,µg/m3,PM25,2019-01-01 05:00:00.000,H.C. Andersen Boulevard - Skur,32425084
20,3.10,µg/m3,PM25,2019-01-01 05:30:00.000,H.C. Andersen Boulevard - Skur,32425085
2,1.99,ppb,Nitrogenmonooxid,2019-01-01 05:00:00.000,H.C.Ørsted Inst.,32425086
2,3.23,ppb,NOx'er,2019-01-01 05:00:00.000,H.C.Ørsted Inst.,32425087
5,0.09,ppm,Carbonmonooxid,2019-01-01 05:00:00.000,H.C.Ørsted Inst.,32425088
2,41.82,ppb,Ozon,2019-01-01 05:00:00.000,H.C.Ørsted Inst.,32425089
2,1.90,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,H.C.Ørsted Inst.,32425090
2,3.36,ppb,NOx'er,2019-01-01 05:30:00.000,H.C.Ørsted Inst.,32425091
5,0.10,ppm,Carbonmonooxid,2019-01-01 05:30:00.000,H.C.Ørsted Inst.,32425092
2,42.20,ppb,Ozon,2019-01-01 05:30:00.000,H.C.Ørsted Inst.,32425093
2,1.63,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Aarhus Botanisk,32425097
2,2.31,ppb,NOx'er,2019-01-01 05:30:00.000,Aarhus Botanisk,32425098
2,40.41,ppb,Ozon,2019-01-01 05:30:00.000,Aarhus Botanisk,32425099
2,3.94,ppb,Nitrogenmonooxid,2019-01-01 04:00:00.000,Ulborg,32425100
2,4.90,ppb,NOx'er,2019-01-01 04:00:00.000,Ulborg,32425101
2,38.13,ppb,Ozon,2019-01-01 04:00:00.000,Ulborg,32425102
2,3.69,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Ulborg,32425103
2,4.66,ppb,NOx'er,2019-01-01 04:30:00.000,Ulborg,32425104
2,37.45,ppb,Ozon,2019-01-01 04:30:00.000,Ulborg,32425105
2,3.79,ppb,Nitrogenmonooxid,2019-01-01 05:00:00.000,Ulborg,32425106
2,4.60,ppb,NOx'er,2019-01-01 05:00:00.000,Ulborg,32425107
2,37.36,ppb,Ozon,2019-01-01 05:00:00.000,Ulborg,32425108
2,3.83,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Ulborg,32425109
2,4.79,ppb,NOx'er,2019-01-01 05:30:00.000,Ulborg,32425110
2,37.30,ppb,Ozon,2019-01-01 05:30:00.000,Ulborg,32425111
2,0.47,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Anholt - Radar stationen,32425114
2,0.80,ppb,NOx'er,2019-01-01 05:30:00.000,Anholt - Radar stationen,32425115
2,6.11,ppb,Nitrogenmonooxid,2019-01-01 05:00:00.000,Hvidovre Fjeldstedvej,32425116
2,6.83,ppb,NOx'er,2019-01-01 05:00:00.000,Hvidovre Fjeldstedvej,32425117
2,6.12,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Hvidovre Fjeldstedvej,32425118
2,6.96,ppb,NOx'er,2019-01-01 05:30:00.000,Hvidovre Fjeldstedvej,32425119
2,-0.21,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Risø,32425124
2,0.13,ppb,NOx'er,2019-01-01 05:30:00.000,Risø,32425125
5,-0.15,ppm,Carbonmonooxid,2019-01-01 05:30:00.000,Risø,32425126
2,42.42,ppb,Ozon,2019-01-01 05:30:00.000,Risø,32425127
2,2.27,ppb,Nitrogenmonooxid,2019-01-01 05:00:00.000,Århus gade (3),32425128
2,3.05,ppb,NOx'er,2019-01-01 05:00:00.000,Århus gade (3),32425129
5,-0.02,ppm,Carbonmonooxid,2019-01-01 05:00:00.000,Århus gade (3),32425130
2,2.23,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Århus gade (3),32425131
2,3.62,ppb,NOx'er,2019-01-01 05:30:00.000,Århus gade (3),32425132
5,-0.02,ppm,Carbonmonooxid,2019-01-01 05:30:00.000,Århus gade (3),32425133
2,2.54,ppb,Nitrogenmonooxid,2019-01-01 04:30:00.000,Jagtvej - Skur,32425134
2,3.65,ppb,NOx'er,2019-01-01 04:30:00.000,Jagtvej - Skur,32425135
2,-0.70,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Aalborg Tag ny,32425141
2,-0.18,ppb,NOx'er,2019-01-01 05:30:00.000,Aalborg Tag ny,32425142
2,41.22,ppb,Ozon,2019-01-01 05:30:00.000,Aalborg Tag ny,32425143
2,-0.09,ppb,Nitrogenmonooxid,2019-01-01 05:00:00.000,Føllesbjerg,32425144
2,0.53,ppb,NOx'er,2019-01-01 05:00:00.000,Føllesbjerg,32425145
2,33.89,ppb,Ozon,2019-01-01 05:00:00.000,Føllesbjerg,32425146
2,-0.01,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Føllesbjerg,32425147
2,0.42,ppb,NOx'er,2019-01-01 05:30:00.000,Føllesbjerg,32425148
2,39.83,ppb,Ozon,2019-01-01 05:30:00.000,Føllesbjerg,32425149
2,1.93,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,Odense Gade Grønløkkevej 20A,32425153
2,2.27,ppb,NOx'er,2019-01-01 05:30:00.000,Odense Gade Grønløkkevej 20A,32425154
5,-0.03,ppm,Carbonmonooxid,2019-01-01 05:30:00.000,Odense Gade Grønløkkevej 20A,32425155
2,4.68,ppb,Nitrogenmonooxid,2019-01-01 05:30:00.000,H.C. Andersen Boulevard - Skur,32425161
2,7.09,ppb,NOx'er,2019-01-01 05:30:00.000,H.C. Andersen Boulevard - Skur,32425162
5,0.17,ppm,Carbonmonooxid,2019-01-01 05:30:00.000,H.C. Andersen Boulevard - Skur,32425163
2,38.22,ppb,Ozon,2019-01-01 05:30:00.000,H.C. Andersen Boulevard - Skur,32425164
2,0.22,ppb,Svovldioxid,2019-01-01 05:30:00.000,H.C. Andersen Boulevard - Skur,32425165
20,15.60,µg/m3,PM10,2019-01-01 06:00:00.000,H.C. Andersen Boulevard - Skur,32425166
20,23.20,µg/m3,PM10,2019-01-01 06:30:00.000,H.C. Andersen Boulevard - Skur,32425167
20,23.00,µg/m3,PM10,2019-01-01 06:00:00.000,Risø,32425168
20,25.40,µg/m3,PM10,2019-01-01 06:30:00.000,Risø,32425169
20,5.20,µg/m3,PM25,2019-01-01 06:00:00.000,H.C. Andersen Boulevard - Skur,32425170
20,7.60,µg/m3,PM25,2019-01-01 06:30:00.000,H.C. Andersen Boulevard - Skur,32425171
2,2.21,ppb,Nitrogenmonooxid,2019-01-01 06:00:00.000,H.C.Ørsted Inst.,32425172
2,3.28,ppb,NOx'er,2019-01-01 06:00:00.000,H.C.Ørsted Inst.,32425173
5,0.08,ppm,Carbonmonooxid,2019-01-01 06:00:00.000,H.C.Ørsted Inst.,32425174
2,41.68,ppb,Ozon,2019-01-01 06:00:00.000,H.C.Ørsted Inst.,32425175
2,2.14,ppb,Nitrogenmonooxid,2019-01-01 06:30:00.000,H.C.Ørsted Inst.,32425176
2,3.19,ppb,NOx'er,2019-01-01 06:30:00.000,H.C.Ørsted Inst.,32425177
5,0.10,ppm,Carbonmonooxid,2019-01-01 06:30:00.000,H.C.Ørsted Inst.,32425178
2,40.84,ppb,Ozon,2019-01-01 06:30:00.000,H.C.Ørsted Inst.,32425179
2,1.73,ppb,Nitrogenmonooxid,2019-01-01 06:00:00.000,Aarhus Botanisk,32425180
2,2.42,ppb,NOx'er,2019-01-01 06:00:00.000,Aarhus Botanisk,32425181
2,40.77,ppb,Ozon,2019-01-01 06:00:00.000,Aarhus Botanisk,32425182
2,1.66,ppb,Nitrogenmonooxid,2019-01-01 06:30:00.000,Aarhus Botanisk,32425183
2,2.26,ppb,NOx'er,2019-01-01 06:30:00.000,Aarhus Botanisk,32425184
2,41.21,ppb,Ozon,2019-01-01 06:30:00.000,Aarhus Botanisk,32425185
2,3.47,ppb,Nitrogenmonooxid,2019-01-01 06:00:00.000,Ulborg,32425186
2,4.12,ppb,NOx'er,2019-01-01 06:00:00.000,Ulborg,32425187
2,38.22,ppb,Ozon,2019-01-01 06:00:00.000,Ulborg,32425188
2,3.94,ppb,Nitrogenmonooxid,2019-01-01 06:30:00.000,Ulborg,32425189
2,4.68,ppb,NOx'er,2019-01-01 06:30:00.000,Ulborg,32425190
2,38.45,ppb,Ozon,2019-01-01 06:30:00.000,Ulborg,32425191
2,0.36,ppb,Nitrogenmonooxid,2019-01-01 06:00:00.000,Anholt - Radar stationen,32425192
2,0.75,ppb,NOx'er,2019-01-01 06:00:00.000,Anholt - Radar stationen,32425193
2,0.42,ppb,Nitrogenmonooxid,2019-01-01 06:30:00.000,Anholt - Radar stationen,32425194
2,0.67,ppb,NOx'er,2019-01-01 06:30:00.000,Anholt - Radar stationen,32425195
2,6.24,ppb,Nitrogenmonooxid,2019-01-01 06:00:00.000,Hvidovre Fjeldstedvej,32425196
2,6.97,ppb,NOx'er,2019-01-01 06:00:00.000,Hvidovre Fjeldstedvej,32425197
2,6.07,ppb,Nitrogenmonooxid,2019-01-01 06:30:00.000,Hvidovre Fjeldstedvej,32425198
2,6.83,ppb,NOx'er,2019-01-01 06:30:00.000,Hvidovre Fjeldstedvej,32425199
2,-0.27,ppb,Nitrogenmonooxid,2019-01-01 06:00:00.000,Risø,32425200
2,0.05,ppb,NOx'er,2019-01-01 06:00:00.000,Risø,32425201
5,-0.15,ppm,Carbonmonooxid,2019-01-01 06:00:00.000,Risø,32425202
2,41.49,ppb,Ozon,2019-01-01 06:00:00.000,Risø,32425203
2,-0.27,ppb,Nitrogenmonooxid,2019-01-01 06:30:00.000,Risø,32425204
2,0.03,ppb,NOx'er,2019-01-01 06:30:00.000,Risø,32425205
5,-0.14,ppm,Carbonmonooxid,2019-01-01 06:30:00.000,Risø,32425206
2,39.98,ppb,Ozon,2019-01-01 06:30:00.000,Risø,32425207
2,2.25,ppb,Nitrogenmonooxid,2019-01-01 06:00:00.000,Århus gade (3),32425208
2,3.66,ppb,NOx'er,2019-01-01 06:00:00.000,Århus gade (3),32425209
5,-0.02,ppm,Carbonmonooxid,2019-01-01 06:00:00.000,Århus gade (3),32425210
2,2.42,ppb,Nitrogenmonooxid,2019-01-01 06:30:00.000,Århus gade (3),32425211
2,6.27,ppb,NOx'er,2019-01-01 06:30:00.000,Århus gade (3),32425212
